"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://nmgtechnologies.com/blog/nmg-technologies-participated-in-softwave-2023-the-republic-of-korea-software-exhibition","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/nmg-technologies-participated-in-softwave-2023-the-republic-of-korea-software-exhibition","",""
"https://nmgtechnologies.com/services/ecommerce-development/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/ecommerce-development/","",""
"https://nmgtechnologies.com/services/custom-software-development/saas-development/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/custom-software-development/saas-development/","",""
"https://nmgtechnologies.com/ai-strategy-implementation-consulting","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/ai-strategy-implementation-consulting","",""
"https://nmgtechnologies.com/services/erp-development","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/erp-development","",""
"https://nmgtechnologies.com/solution/internet-of-things/","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://nmgtechnologies.com/solution/internet-of-things/","noindex",""
"https://nmgtechnologies.com/industry/healthcare","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/industry/healthcare","",""
"https://nmgtechnologies.com/solution/blockchain","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/solution/blockchain","",""
"https://nmgtechnologies.com/blog","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/ai-powered-saas-development","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/ai-powered-saas-development","",""
"https://nmgtechnologies.com/ai-optimized-ecommerce-solutions","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/ai-optimized-ecommerce-solutions","",""
"https://nmgtechnologies.com/company/leadership","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/company/leadership","",""
"https://nmgtechnologies.com/blog/why-does-enterprise-mobility-solutions-become-so-popular","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/why-does-enterprise-mobility-solutions-become-so-popular","",""
"https://nmgtechnologies.com/ai-driven-business-transformation-consulting","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/ai-driven-business-transformation-consulting","",""
"https://nmgtechnologies.com/services/custom-software-development/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/custom-software-development/","",""
"https://nmgtechnologies.com/ai-driven-devops-cloud-automation","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/ai-driven-devops-cloud-automation","",""
"https://nmgtechnologies.com/industry/staffing","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/industry/staffing","",""
"https://nmgtechnologies.com/ai-powered-business-process-transformation","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/ai-powered-business-process-transformation","",""
"https://nmgtechnologies.com/services/crm-development","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/crm-development","",""
"https://nmgtechnologies.com/services/mobile-application-development","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/mobile-application-development","",""
"https://nmgtechnologies.com/services/user-interface-design/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/user-interface-design/","",""
"https://nmgtechnologies.com/blog/covid-19-resources","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/covid-19-resources","",""
"https://nmgtechnologies.com/company/promise/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/company/promise/","",""
"https://nmgtechnologies.com/industry/edtech","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://nmgtechnologies.com/industry/edtech","noindex",""
"https://nmgtechnologies.com/services/mobile-application-development/tablet-app-development/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/mobile-application-development/tablet-app-development/","",""
"https://nmgtechnologies.com/services/user-interface-design/mobile-design/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/user-interface-design/mobile-design/","",""
"https://nmgtechnologies.com/company/outsourcing/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/company/outsourcing/","",""
"https://nmgtechnologies.com/resources/faq/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/resources/faq/","",""
"https://nmgtechnologies.com/success-stories","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/success-stories","",""
"https://nmgtechnologies.com/solution/augmented-reality/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/solution/augmented-reality/","",""
"https://nmgtechnologies.com/services/user-interface-design/web-design/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/user-interface-design/web-design/","",""
"https://nmgtechnologies.com/disclaimer","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/disclaimer","",""
"https://nmgtechnologies.com/services/custom-software-development/aspnet-development/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/services/custom-software-development/aspnet-development/","",""
"https://nmgtechnologies.com/blog/stay-ahead-of-the-game-with-koora-break-your-ultimate-companion-for-football-updates","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/stay-ahead-of-the-game-with-koora-break-your-ultimate-companion-for-football-updates","",""
"https://nmgtechnologies.com/download-content-editorial-calendar","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/download-content-editorial-calendar","",""
"https://nmgtechnologies.com/download-outsourcingrules-ebook","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/download-outsourcingrules-ebook","",""
"https://nmgtechnologies.com/resources/library/python-development-guide","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/resources/library/python-development-guide","",""
"https://nmgtechnologies.com/download-developmental-checklist","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/download-developmental-checklist","",""
"https://nmgtechnologies.com/download-appdevelopmentcost-ebook","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/download-appdevelopmentcost-ebook","",""
"https://nmgtechnologies.com/mobile-development-checklist","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/mobile-development-checklist","",""
"https://nmgtechnologies.com/work/web/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/work/web/","",""
"https://nmgtechnologies.com/resources/library/mobile-app-development-guide","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/resources/library/mobile-app-development-guide","",""
"https://nmgtechnologies.com/blog/wordpress-website-perfect-solution-small-business","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/wordpress-website-perfect-solution-small-business","",""
"https://nmgtechnologies.com/blog/top-wordpress-themes","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/top-wordpress-themes","",""
"https://nmgtechnologies.com/work/mobile/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/work/mobile/","",""
"https://nmgtechnologies.com/work/advanced-seo/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/work/advanced-seo/","",""
"https://nmgtechnologies.com/resources/library/hire-web-developers-guide","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/resources/library/hire-web-developers-guide","",""
"https://nmgtechnologies.com/blog/author/nishtha","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/work/ecommerce/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/work/ecommerce/","",""
"https://nmgtechnologies.com/blog/tag/featured","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/blog/nmg-to-participate-in-the-largest-tech-expo-in-the-middle-east-gitex-global-2022-dubai","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/nmg-to-participate-in-the-largest-tech-expo-in-the-middle-east-gitex-global-2022-dubai","",""
"https://nmgtechnologies.com/blog/nmg-technologies-to-participate-in-retail-innovation-conference-and-expo-2023-in-chicago","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/nmg-technologies-to-participate-in-retail-innovation-conference-and-expo-2023-in-chicago","",""
"https://nmgtechnologies.com/blog/tag/technology","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/blog/nmg-technologies-to-sponsor-and-exhibit-at-brighton-seo-2023-and-online-pr-show-2023","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/nmg-technologies-to-sponsor-and-exhibit-at-brighton-seo-2023-and-online-pr-show-2023","",""
"https://nmgtechnologies.com/blog/nmg-technologies-to-participate-in-leap-2023-tech-conference-in-riyadh-saudi-arabia","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/nmg-technologies-to-participate-in-leap-2023-tech-conference-in-riyadh-saudi-arabia","",""
"https://nmgtechnologies.com/blog/sempo-hangouts-session-user-experience","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/sempo-hangouts-session-user-experience","",""
"https://nmgtechnologies.com/blog/tag/web","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/blog/tag/design","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/blog/tag/outsourcing","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/blog/startup-india-event-2016-key-highlights","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/startup-india-event-2016-key-highlights","",""
"https://nmgtechnologies.com/blog/tag/growth","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/blog/tag/mobile","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/blog/advantages-of-asp-net-core","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/advantages-of-asp-net-core","",""
"https://nmgtechnologies.com/blog/nmg-technologies-made-list-top-mobile-app-development-companies-goodfirms","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/nmg-technologies-made-list-top-mobile-app-development-companies-goodfirms","",""
"https://nmgtechnologies.com/blog/best-practices-offshore-software-development","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/best-practices-offshore-software-development","",""
"https://nmgtechnologies.com/success-stories/competiscan","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/success-stories/competiscan","",""
"https://nmgtechnologies.com/blog/ui-ux-mobile-app-development","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/ui-ux-mobile-app-development","",""
"https://nmgtechnologies.com/blog/wireframes-mobile-app-development","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/wireframes-mobile-app-development","",""
"https://nmgtechnologies.com/blog/how-to-build-an-app-like-uber","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/blog/how-to-build-an-app-like-uber","",""
"https://nmgtechnologies.com/clients/case-studies/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/clients/case-studies/","",""
"https://nmgtechnologies.com/success-stories/atlys-case-study","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/success-stories/atlys-case-study","",""
"https://nmgtechnologies.com/success-stories/compound-banc","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/success-stories/compound-banc","",""
"https://nmgtechnologies.com/success-stories/international-insurance","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/success-stories/international-insurance","",""
"https://nmgtechnologies.com/success-stories/wealth-concert","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://nmgtechnologies.com/success-stories/wealth-concert","",""
"https://nmgtechnologies.com/blog/tag/marketing","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/blog/tag/search-engine-optimization","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://nmgtechnologies.com/blog/tag/events/page/2","text/html; charset=UTF-8","200","OK","1.1","Indexable","","","",""
